dataflow,last update,freq,size_emp,nace_r2,indic_is,unit,geo,year,value,obs_flag,conf_status,indicator_label,country
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,0-9,C10-S951_X_K,E_AI_BEC,PC_ENT,ES,2021,0.42,,,Barrier: ethical considerations,Spain
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,0-9,C10-S951_X_K,E_AI_BEC,PC_ENT,ES,2023,0.5,,,Barrier: ethical considerations,Spain
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,0-9,C10-S951_X_K,E_AI_BEC,PC_ENT,ES,2024,0.81,,,Barrier: ethical considerations,Spain
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,0-9,C10-S951_X_K,E_AI_BEC,PC_ENT,ES,2025,1.36,,,Barrier: ethical considerations,Spain
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,0-9,C10-S951_X_K,E_AI_BEC,PC_ENT,PT,2021,0.79,,,Barrier: ethical considerations,Portugal
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,0-9,C10-S951_X_K,E_AI_BEC,PC_ENT,PT,2023,1.02,,,Barrier: ethical considerations,Portugal
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,0-9,C10-S951_X_K,E_AI_BEC,PC_ENT,PT,2024,2.16,,,Barrier: ethical considerations,Portugal
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,0-9,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_EC,ES,2021,26.0,,,Barrier: ethical considerations,Spain
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,0-9,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_EC,ES,2023,26.54,,,Barrier: ethical considerations,Spain
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,0-9,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_EC,ES,2024,28.18,,,Barrier: ethical considerations,Spain
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,0-9,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_EC,ES,2025,28.99,,,Barrier: ethical considerations,Spain
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,0-9,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_EC,PT,2021,35.7,,,Barrier: ethical considerations,Portugal
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,0-9,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_EC,PT,2023,34.81,,,Barrier: ethical considerations,Portugal
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,0-9,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_EC,PT,2024,40.77,,,Barrier: ethical considerations,Portugal
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,0-9,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,ES,2021,0.54,,,Barrier: ethical considerations,Spain
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,0-9,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,ES,2023,0.63,,,Barrier: ethical considerations,Spain
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,0-9,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,ES,2024,1.07,,,Barrier: ethical considerations,Spain
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,0-9,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,ES,2025,1.97,,,Barrier: ethical considerations,Spain
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,0-9,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,PT,2021,0.97,,,Barrier: ethical considerations,Portugal
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,0-9,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,PT,2023,1.2,,,Barrier: ethical considerations,Portugal
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,0-9,C10-S951_X_K,E_AI_BEC,PC_ENT_AI_TX,PT,2024,2.61,,,Barrier: ethical considerations,Portugal
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,0-9,C10-S951_X_K,E_AI_BEC,PC_ENT_IUSE,ES,2021,0.51,,,Barrier: ethical considerations,Spain
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,0-9,C10-S951_X_K,E_AI_BEC,PC_ENT_IUSE,ES,2023,0.6,,,Barrier: ethical considerations,Spain
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,0-9,C10-S951_X_K,E_AI_BEC,PC_ENT_IUSE,ES,2024,1.0,,,Barrier: ethical considerations,Spain
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,0-9,C10-S951_X_K,E_AI_BEC,PC_ENT_IUSE,ES,2025,1.72,,,Barrier: ethical considerations,Spain
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,0-9,C10-S951_X_K,E_AI_BEC,PC_ENT_IUSE,PT,2021,0.93,,,Barrier: ethical considerations,Portugal
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,0-9,C10-S951_X_K,E_AI_BEC,PC_ENT_IUSE,PT,2023,1.16,,,Barrier: ethical considerations,Portugal
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,0-9,C10-S951_X_K,E_AI_BEC,PC_ENT_IUSE,PT,2024,2.49,,,Barrier: ethical considerations,Portugal
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,0-9,C10-S951_X_K,E_AI_BIAS,PC_ENT,ES,2024,0.05,,,Governance: bias checking measures,Spain
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,0-9,C10-S951_X_K,E_AI_BIAS,PC_ENT,PT,2024,0.08,,,Governance: bias checking measures,Portugal
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,0-9,C10-S951_X_K,E_AI_BIAS,PC_ENT_AI_PDI,ES,2024,46.29,,,Governance: bias checking measures,Spain
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,0-9,C10-S951_X_K,E_AI_BIAS,PC_ENT_AI_PDI,PT,2024,64.48,,,Governance: bias checking measures,Portugal
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,0-9,C10-S951_X_K,E_AI_BIAS,PC_ENT_AI_TANY,ES,2024,0.88,,,Governance: bias checking measures,Spain
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,0-9,C10-S951_X_K,E_AI_BIAS,PC_ENT_AI_TANY,PT,2024,2.1,,,Governance: bias checking measures,Portugal
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,0-9,C10-S951_X_K,E_AI_BINC,PC_ENT,ES,2021,0.63,,,Barrier: incompatibility with existing systems,Spain
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,0-9,C10-S951_X_K,E_AI_BINC,PC_ENT,ES,2023,0.83,,,Barrier: incompatibility with existing systems,Spain
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,0-9,C10-S951_X_K,E_AI_BINC,PC_ENT,ES,2024,0.56,,,Barrier: incompatibility with existing systems,Spain
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,0-9,C10-S951_X_K,E_AI_BINC,PC_ENT,ES,2025,1.55,,,Barrier: incompatibility with existing systems,Spain
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,0-9,C10-S951_X_K,E_AI_BINC,PC_ENT,PT,2021,1.18,,,Barrier: incompatibility with existing systems,Portugal
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,0-9,C10-S951_X_K,E_AI_BINC,PC_ENT,PT,2023,1.18,,,Barrier: incompatibility with existing systems,Portugal
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,0-9,C10-S951_X_K,E_AI_BINC,PC_ENT,PT,2024,2.14,,,Barrier: incompatibility with existing systems,Portugal
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,0-9,C10-S951_X_K,E_AI_BINC,PC_ENT_AI_EC,ES,2021,39.05,,,Barrier: incompatibility with existing systems,Spain
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,0-9,C10-S951_X_K,E_AI_BINC,PC_ENT_AI_EC,ES,2023,44.16,,,Barrier: incompatibility with existing systems,Spain
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,0-9,C10-S951_X_K,E_AI_BINC,PC_ENT_AI_EC,ES,2024,19.45,,,Barrier: incompatibility with existing systems,Spain
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,0-9,C10-S951_X_K,E_AI_BINC,PC_ENT_AI_EC,ES,2025,33.22,,,Barrier: incompatibility with existing systems,Spain
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,0-9,C10-S951_X_K,E_AI_BINC,PC_ENT_AI_EC,PT,2021,53.86,,,Barrier: incompatibility with existing systems,Portugal
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,0-9,C10-S951_X_K,E_AI_BINC,PC_ENT_AI_EC,PT,2023,40.17,,,Barrier: incompatibility with existing systems,Portugal
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,0-9,C10-S951_X_K,E_AI_BINC,PC_ENT_AI_EC,PT,2024,40.38,,,Barrier: incompatibility with existing systems,Portugal
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,0-9,C10-S951_X_K,E_AI_BINC,PC_ENT_AI_TX,ES,2021,0.81,,,Barrier: incompatibility with existing systems,Spain
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,0-9,C10-S951_X_K,E_AI_BINC,PC_ENT_AI_TX,ES,2023,1.05,,,Barrier: incompatibility with existing systems,Spain
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,0-9,C10-S951_X_K,E_AI_BINC,PC_ENT_AI_TX,ES,2024,0.74,,,Barrier: incompatibility with existing systems,Spain
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,0-9,C10-S951_X_K,E_AI_BINC,PC_ENT_AI_TX,ES,2025,2.26,,,Barrier: incompatibility with existing systems,Spain
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,0-9,C10-S951_X_K,E_AI_BINC,PC_ENT_AI_TX,PT,2021,1.47,,,Barrier: incompatibility with existing systems,Portugal
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,0-9,C10-S951_X_K,E_AI_BINC,PC_ENT_AI_TX,PT,2023,1.38,,,Barrier: incompatibility with existing systems,Portugal
ESTAT:ISOC_EB_AI(1.0),27/02/26 11:00:00,A,0-9,C10-S951_X_K,E_AI_BINC,PC_ENT_AI_TX,PT,2024,2.59,,,Barrier: incompatibility with existing systems,Portugal
